date,funding7d_pct,gls,top_ls,taker_ls,oi_pctl_90d,fng,close
2026-03-17,-0.0848,1.069,1.647,3.764,100.0,28,41.146
2026-03-18,-0.0511,1.198,1.594,1.64,100.0,26,42.079
2026-03-19,0.025,1.352,1.474,1.132,95.6,23,39.329
2026-03-20,0.0912,1.13,1.371,0.679,93.3,11,39.528
2026-03-21,0.1052,1.26,1.377,0.46,91.1,12,39.135
2026-03-22,0.1285,1.197,1.342,0.587,83.3,10,38.342
2026-03-23,0.1182,1.474,1.442,1.635,78.9,8,37.341
2026-03-24,0.0981,1.213,1.433,0.461,84.4,11,40.321
2026-03-25,0.0961,1.235,1.494,0.581,80.0,14,40.308
2026-03-26,0.0984,1.215,1.428,2.392,77.8,10,39.149
2026-03-27,0.1064,1.209,1.462,4.404,75.6,13,38.658
2026-03-28,0.1042,1.224,1.489,0.675,83.3,12,39.462
2026-03-29,0.0756,1.164,1.655,0.556,72.2,9,37.838
2026-03-30,0.0395,1.118,1.534,1.808,71.1,8,36.839
2026-03-31,0.0643,0.97,1.525,1.759,73.3,11,36.599
2026-04-01,0.0804,1.128,1.525,0.765,70.0,8,36.025
2026-04-02,0.0873,1.233,1.51,0.441,66.7,12,35.188
2026-04-03,0.0886,1.061,1.569,1.243,61.1,9,35.602
2026-04-04,0.0995,1.132,1.629,0.738,67.8,11,36.361
2026-04-05,0.1404,1.118,1.526,0.747,67.8,12,36.844
2026-04-06,0.1747,1.407,1.655,1.38,58.9,13,36.289
2026-04-07,0.1544,1.314,1.64,0.524,72.2,11,38.601
2026-04-08,0.1449,1.32,1.637,0.585,76.7,17,38.738
2026-04-09,0.115,1.314,1.623,0.621,80.0,14,39.452
2026-04-10,0.0988,1.244,1.588,1.11,90.0,16,41.577
2026-04-11,0.0981,1.345,1.549,0.792,90.0,15,42.242
2026-04-12,0.0851,1.375,1.458,1.952,85.6,16,40.823
2026-04-13,0.0757,0.974,1.258,1.565,100.0,12,44.276
2026-04-14,0.0464,1.109,1.231,1.758,97.8,21,43.499
2026-04-15,-0.0071,0.965,1.196,2.097,97.8,23,44.619
2026-04-16,-0.0477,0.999,1.277,0.946,95.6,23,43.787
2026-04-17,-0.0788,0.906,1.193,1.531,92.2,21,44.608
2026-04-18,-0.1065,0.87,1.179,0.222,90.0,26,43.77
2026-04-19,-0.1057,1.13,1.206,0.537,67.8,27,40.703
2026-04-20,-0.0932,1.174,1.338,0.714,63.3,29,40.688
2026-04-21,-0.0438,1.057,1.371,1.049,64.4,33,39.754
2026-04-22,0.0038,1.017,1.471,1.029,70.0,32,41.131
2026-04-23,0.0543,1.038,1.462,2.097,67.8,46,41.289
2026-04-24,0.1094,1.002,1.534,1.345,63.3,39,41.146
2026-04-25,0.1406,1.033,1.533,1.493,60.0,31,41.474
2026-04-26,0.1391,1.065,1.663,1.077,66.7,33,42.428
2026-04-27,0.1445,1.063,1.57,0.828,72.2,47,41.63
2026-04-28,0.1232,0.899,1.393,1.458,64.4,33,40.164
2026-04-29,0.1261,0.952,1.509,4.185,61.1,26,39.933
2026-04-30,0.1154,0.936,1.468,0.679,54.4,29,39.699
2026-05-01,0.0833,0.899,1.55,0.67,68.9,26,41.15
2026-05-02,0.084,0.923,1.522,0.776,76.7,39,41.254
2026-05-03,0.1021,0.963,1.606,0.689,71.1,47,41.54
2026-05-04,0.1004,1.02,1.651,1.676,77.8,40,41.805
2026-05-05,0.1243,1.148,1.592,1.12,95.6,50,43.69
2026-05-06,0.1042,1.215,1.657,1.696,85.6,46,43.103
2026-05-07,0.1395,1.136,1.584,1.756,81.1,47,42.52
2026-05-08,0.1717,1.189,1.592,3.68,83.3,38,43.235
2026-05-09,0.1565,1.265,1.603,1.646,80.0,38,42.91
2026-05-10,0.1274,1.223,1.476,0.458,75.6,47,42.996
2026-05-11,0.0675,1.097,1.421,1.659,40.0,48,41.995
2026-05-12,0.0335,1.051,1.356,0.994,34.4,49,40.243
2026-05-13,0.0286,1.156,1.313,0.547,34.4,42,38.821
2026-05-14,0.0105,0.944,1.234,1.017,78.9,34,44.125
2026-05-15,-0.0078,1.123,1.206,0.768,87.8,43,44.168
2026-05-16,-0.0372,1.334,1.256,0.707,51.1,31,41.811
2026-05-17,-0.0461,1.08,1.151,1.327,98.9,27,45.7
2026-05-18,-0.0281,1.082,1.169,0.824,100.0,28,47.74
2026-05-19,-0.0793,0.951,1.175,1.073,100.0,25,48.036
2026-05-20,-0.1101,0.964,1.468,1.14,100.0,27,54.802
2026-05-21,-0.1195,0.825,1.51,0.816,100.0,29,58.605
2026-05-22,-0.124,0.901,1.296,0.934,98.9,28,54.629
2026-05-23,-0.0795,1.038,1.389,2.019,97.8,28,58.727
2026-05-24,-0.1068,0.762,1.409,1.062,100.0,25,62.792
2026-05-25,-0.0906,0.793,1.256,1.297,98.9,30,61.146
2026-05-26,-0.0274,0.955,1.283,1.115,95.6,34,59.577
2026-05-27,-0.0331,0.945,1.317,0.678,96.7,25,57.745
2026-05-28,-0.0211,0.882,1.195,0.651,98.9,22,61.552
2026-05-29,-0.003,0.687,1.372,0.975,100.0,23,64.442
2026-05-30,-0.052,0.604,1.304,1.391,100.0,23,68.303
2026-05-31,-0.0061,0.604,1.328,1.15,100.0,28,72.093
2026-06-01,0.0254,0.735,1.389,0.617,98.9,29,73.665
2026-06-02,0.0616,0.808,1.31,0.955,94.4,23,69.849
2026-06-03,0.1357,0.813,1.309,1.676,94.4,11,74.575
2026-06-04,0.1674,1.002,1.414,1.491,87.8,12,64.439
2026-06-05,0.1747,1.036,1.293,1.204,81.1,12,59.776
2026-06-06,0.2188,1.113,1.216,0.602,80.0,12,56.502
2026-06-07,0.1801,1.111,1.217,1.158,78.9,12,59.713
2026-06-08,0.1421,1.326,1.409,1.338,82.2,8,63.817
2026-06-09,0.1215,1.323,1.41,2.492,82.2,10,57.786
2026-06-10,0.1073,1.19,1.588,1.138,74.4,9,53.308
2026-06-11,0.069,1.193,1.591,1.939,74.4,12,58.958
2026-06-12,-0.0024,1.187,1.341,1.213,77.8,12,59.298
2026-06-13,-0.0032,1.191,1.341,0.441,76.7,13,60.684
2026-06-14,0.0479,1.204,1.401,2.691,80.0,18,63.863
2026-06-15,0.0399,1.2,1.402,0.99,78.9,20,66.868
2026-06-16,0.0463,0.824,1.498,0.608,92.2,23,73.651
2026-06-17,0.0605,0.821,1.498,1.75,92.2,22,71.158
2026-06-18,0.0798,1.196,1.546,2.627,81.1,15,68.349
2026-06-19,0.1376,1.196,1.55,2.038,80.0,14,70.288
2026-06-20,0.1371,1.137,1.52,1.073,85.6,23,70.739
2026-06-21,0.1083,1.132,1.521,0.82,84.4,23,66.936
2026-06-22,0.1127,1.174,1.417,1.531,76.7,20,66.293
2026-06-23,0.1018,1.177,1.415,2.156,75.6,23,62.205
2026-06-24,0.1018,1.208,1.489,1.847,76.7,17,63.943
2026-06-25,0.0953,1.21,1.486,0.697,76.7,12,64.112
2026-06-26,0.0785,1.192,1.575,2.159,72.2,13,64.388
2026-06-27,0.018,1.196,1.576,0.806,71.1,15,61.682
2026-06-28,0.0505,1.277,1.577,1.859,64.4,18,61.46
2026-06-29,0.0922,1.281,1.575,0.545,63.3,12,66.922
2026-06-30,0.1031,1.458,1.607,1.509,67.8,15,65.061
2026-07-01,0.0959,1.441,1.608,1.922,67.8,11,62.371
2026-07-02,0.0675,1.325,1.507,0.552,68.9,19,66.929
2026-07-03,0.0953,1.327,1.509,0.682,68.9,21,70.677
2026-07-04,0.162,1.102,1.77,2.23,76.7,22,69.871
2026-07-05,0.1545,1.103,1.77,0.676,75.6,23,71.364
2026-07-06,0.1545,1.065,1.757,0.734,74.4,24,70.608
2026-07-07,0.1384,1.061,1.76,0.419,73.3,27,69.186
2026-07-08,0.138,1.27,1.717,2.313,57.8,20,67.602
2026-07-09,0.1467,1.275,1.717,1.004,56.7,22,67.106
2026-07-10,0.1167,1.359,1.841,0.708,67.8,23,67.517
2026-07-11,0.1095,1.365,1.839,4.183,67.8,26,66.742
2026-07-12,0.1129,1.286,1.783,2.227,60.0,26,67.306
2026-07-13,0.0848,1.257,1.73,0.718,54.4,28,63.444
2026-07-14,0.094,1.195,1.729,2.436,51.1,22,65.568
2026-07-15,0.1015,1.403,1.82,1.363,62.2,25,66.879
2026-07-16,0.1098,1.141,1.842,0.339,38.9,25,60.722
